Hospital Names,Addresses,Category,Contact Info
Birhen Sa Regla Medical Clinic,"Address: Bual, Tulunan, Cotabato",Category:Level 1/Primary,Contact No.0918-5992934
Revelo Medical Clinic,"Address: Clarin, Misamis OccidentalCategory: Level 1/Primary",Contact Number: 0917-7227260,
Luis Villa Memorial Hospital,"Address: Poblacion 3 Clarin, Misamis OccidentalCategory: Level 2/Secondary",Contact Number: (088) 521-4112,
Uy Medical Clinic,"Address: Osmena St. Sta. Cruz, Jimenez Misamis Occidental",Category: Level 1/Primary,Contact Number: (088) 521-4112
Susano Uy Memorial Hospital Inc.,"Address: Eastern Poblacion Lopez Jaena, Misamis Occidental",Category: Level 1/Primary,Contact Number: 0919-3589610
Cadulong Medical Clinic,"Address:57 M.L. Quezon St., Pikit, North Cotabato",Category:Level 1/Primary,Contact No.
Tanho Medical Clinic,"Address: Plaridel, Misamis Occidental",Category: Level 1/Primary,Contact Number: (088) 334-8308
Norzagaray Municipal Hospital,"Address: Poblacion, Norzagaray, Bulacan, Philippines",Category: Level 2/Secondary,Contact No.: 044-6941336;6942790
Drazen Community Hospital,"Address: Sinacaban, Misamis Occidental",Category: Level 1/Primary,Contact Number: 0918-4602162
"Dignum Foundation Hospital, Inc.","Address: Lower Lancangan, Oroquieta City Misamis Occidental",Category: Level 1/Primary,Contact Number: (088) 531-0235
Tamola-Tan Medical Hospital,"Address: Canubay, Oroquieta City Misamis Occidental",Category: Level 1/Primary,Contact Number: (088) 531-0196
Babol General Hospital,"Address:252 Magsaysay St., Pob., Matalam",North Cotabato,Category:Level 1/Primary
Oroquieta Community Hospital,Address: J.P. Quijano St. Oroquieta City Misamis Occidental,Category: Level 1/Primary,Contact Number: (088) 531-1858
Cruzado Medical Clinic Hospital,"Address: Poblacion Pikit, North Cotabato",Category:Level 1/Primary,Contact No.
St. Therese Hospital,Address: Layawan-Bonifacio St. Oroquieta City Misamis Occidental,Category: Level 2/Secondary,Contact Number: (088) 531-1274/ (088) 532-1158
Medina General Hospital,"Address: Jose Abad Santos, Ozamis City Category: Level 3",Contact Number: (088) 521-1816/ (088) 521-0125,
Faith Hospital,"Address: Las Aguadas, Aguada Ozamis CityCategory: Level 2/Secondary",Contact Number: (088) 521-0018/2379,
Misamis University Medical Center,"Address: Bagakay, Ozamis City",Category: Level 3/Tertiary,Contact Number: (088) 521-2411/12 / (088) 521-2413 fax
Misamis Community Hospital,"Address: Green Valley, Tinago Ozamis City",Category: Level 1/Primary,Contact Number: (088) 521-1818
Ozamis City St. Joseph General Hospital,Address: Washington St. Ozamis City,Category: Level 1/Primary,Contact Number: (088) 521-1726
Dizon Medical Clinic And Hospital,"Address: J.P. Laurel St., Kidapawan City",North Cotabato,Category:Level 2/Secondary
Roa Medical Clinic - Balingasag,"Address: Cogon Balingasag, Misamis Oriental",Category: Level 1/Primary,Contact Number: 0918-8789935
Polymedic General Hospital,"Address: PHIVIDEC Compound, Tagoloan Misamis Oriental",Category: Level 3/Tertiary,Contact Number: (088) 890-3070/ (088) 890-3072
Dr. Herman Sorongon Sr. Hospital,"Address: Mlang, North Cotabato",Category:Level 1/Primary,Contact No.064-4520217/ 2684013
Dr. Luis P. Malaluan Hospital,"Address:085 Perez St., Poblacion Kidapawan City North Cotabato",Category:Level 1/Primary,Contact No.064-2881836
Madonna and Child Hospital,Address: J.V. Serina St. Cagayan de Oro City,Category: Level 3/Tertiary,Contact Number: (088) 227-25003/723-230
Sabal Hospital Inc.,Address: 292 A. Velez Street Cagayan de Oro City,Category: Level 2/Secondary,Contact Number: (088) 227-27247/723179/856-2611
Dr. Roland P. Dela Cruz Memorial Hospital,"Address:Pob 8, Midsayap, Cotabato",Category:Level 1/Primary,Contact No.064-2298421
Maria Reyna Hospital,"Address: Pinikitan, Cagayan de Oro City",Category: Level 4/Specialty,Contact Number: (088) 227-25210/ 725103/ 727530
Del Monte Bugo Clinic,Address: Bugo Cagayan de Oro City,Category: Level 1/Primary,Contact Number: (088) 855-4312 local 2552
Capitol University Medical City Foundation Inc.,Address: Gusa Highway Cagayan de Oro City,Category: Level 3/Tertiary,Contact Number: (088) 856-4706/856-4714/856-4730/856-4970/724326
Cagayan de Oro Polymedic General Hospital,Address: Don Apolinario Velez St. Cagayan de Oro City,Category: Level 3/Tertiary,Contact Number: (088) 227-24914/ 722145/ 725733/ 8564185/ 8564465 fax
Cagayan de Oro Medical Center,Address: Tiano-Nacalaban St. Cagayan de Oro City,Category: Level 3/Tertiary,Contact Number: (088) 227-11874/ 711875/ 8564712
Cagayan de Oro Polymedic Medical Plaza,Address: Kauswagan Cagayan de Oro City,Category: Level 3/Tertiary,Contact Number: (088) 858-5858 / 858-5884 fax
Sta. Cruz Hospital,"Address: F. Fajardo Street, Poblacion, Calumpit, Bulacan, Philippines",Category Level 2/Secondary,Contact No.: 044-2024263/9131462
San Lazaro Hospital,"Address: Quiricada Street, Sta. Cruz, Manila",Category: Level 4/Specialty,Contact No.: 7323777/7116966/3099552
Puerto Community Hospital,"Address: Puerto, Cagayan de Oro City",Category: Level 2/Secondary,Contact Number: (088) 855-5088/ 740689
Calumpit District Hospital,"Address: Caniogan, Calumpit, Bulacan, Philippines",Category: N/A,Contact No.: N/A
Cagayan de Oro Maternity Children's Hospital and Puericulture Center,Address: Justo Gaerlan St. Cagayan de Oro CityCategory: Level 2/Secondary,Contact Number: (088) 227-25810/ 723394/ 857-1658/ 858-6772,
Xu Community Health Care Center,Address: Mortola Hayes Street Cagayan de Oro City,Category: Level 2/Secondary,Contact Number: (088) 227-26676/ 857-2143
Lipunan Hospital,Address: Brgy. 24 A Gingoog cityCategory: Level 2/Secondary,Contact Number: (088) 421-7618/ 861-0428,
San Pablo City General Hospital,"Address: Banagale Subd., Brgy. San Jose, San Pablo City, Laguna",Category: Level 1,
Gingoog Sanitarium Hospital,Address: Bagaipo St. Gingoog CityCategory: Level 2/Secondary,Contact Number: (088) 427-323,
Mercy Community Hospital Inc.,Address: Kamague Iligan City Lanao del NorteCategory: Level 3/Tertiary,Contact Number: (063) 221-3762/ 1156,
Florencio V. Bernabe Sr. Memorial Hospital,"Address: 1440 Quirino Avenue, La Huerta, Parañaque City",Level 2/Secondary,Contact No.: 8254902/8264060
Mindanao Sanitarium and Hospital,"Address: Tibanga Iligan City, Lanao del Norte",Category: Level 4/Specialty,Contact Number: (063) 221-3029/ 9987
Gat Andres Memorial Medical Center,"Address: 8001 Delpan Street, Tondo, Manila",Level 3/Tertiary,Contact No.: 2412606/2454366
Mary Johnston Hospital,"Address: 1221 Nolasco Street, Tondo,Manila 1012",Level 4/Specialty,Contact No.: 2454021-45
Rogaciano M. Mercado Memorial Hospital,"Address: Poblacion, Sta. Maria, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-6413038; 6414143
E and R Hospital and Pharmacy,Address: Benito C. Labao St Ext. Iligan Lanao del Norte,Category: Level 3/Tertiary,Contact Number: (063) 221-3225/ 1207
Mendoza General Hospital,"Address: Poblacion, Sta. Maria, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-8407086/6411582
Iligan Medical Center Hospital,"Address: San Miguel Village, Pala-o Iligan City Lanao del Norte",Category: Level 3,Contact Number: (063) 221-4661 loc 5101
"Kabacan Medical Specialists Hospital, Inc.","Address: Osias, Kabacan, Cotabato",Category:Level 2/Secondary,Contact No.064-2482333/ 3911414
Dr. Uy Hospital Inc.,"Address: 19 Roxas Avenue Iligan City, Lanao del Norte",Category: Level 3/Tertiary,Contact Number: (063) 221-3414/ 5155
Kabacan Polymedic Coop. Hospital,"Address: Osias, Kabacan, North Cotabato",Category:Level 2/Secondary,Contact No.064-2482063/ 3911769
St. Mary's Maternity and Children's Hospital Inc.,Address: Quezon Avenue Ext. Villaverde Iligan City Lanao del Norte,Category: Level 3/Tertiary,Contact Number: (088) 223-5159/ 3420
Delbert Jon's Polyclinic,Address: Kapatagan Lanao del Norte,Category: Level 1/Primary,Contact Number: (063) 490098/ (063) 382-8075 fax
"Kidapawan Doctor's Hospital, Inc","Address: Quezon Blvd., Kidapawan City North Cotabato",Category: Level 3/Tertiary,Contact No.064-2784478-81
Bontilao Country Hospital,"Address: Maranding, Lala Lanao del Norte",Category: Level 2/Secondary,Contact Number: (063) 388-7034
San Roque Hospital,Address: Malolos City,Category: Level 2/ Secondary,Contact No.: 044-7910003/7601135
Gozo Community Hospital,"Address: Maranding, Lala Lanao del Norte",Category: Level 1/Primary,Contact Number: (063) 388-7098
"Kidapawan Medical Specialists Center, Inc.","Address: Sudapin, Kidapawan City",Category:Level 3/Tertiary,Contact No.064-2784553/2881762
Alabat Island District Hospital,Address: Alabat Island District Hospital,Category: Level 2/Secondary,Contact No.: (042) 302-8028
Tondo Medical Center,"Address: North Bay Boulevard, Balut, Tondo, Manila",Level 4/Specialty,Contact No.: 2518421 to 23/2563512/2528661
Andot Medical Clinic,"Address: Poblacion, Bacolod Lanao del Norte",Category: Level 2,Contact Number: 09197526018/ (063) 2272072
Doña Marta Memorial District Hospital,"Address: G. Orda St., Zone II, Pob., Atimonan, Quezon",Category: Level 2/Secondary,Contact No.: (042) 316-5326
"Madonna General Hospital, Inc.","Address: Quezon Blvd., Kidapawan City",North Cotabato,Category:Level 2/Secondary
Maranding Community Hospital,"Address: Fernan Subd., Maranding Lala, Lanao del Norte",Category: Level 2/Secondary,Contact Number: (063) 496-0034/ 388-7015
Tubod Community Hospital,"Address: San Antonio, Tubod Lanao del Norte",Category: Level 2,Contact Number: (063) 341-5205
"Makilala Miedical Specialists Hosp.,Inc.","Address: Poblacion Makilala, North CotabatoCategory: Level 2/Secondary",Contact No.064-2682018,
Justice Jose Abad Santos General Hospital,"Address: Numancia Street, Binondo, Manila",Level 3/Tertiary,Contact No.: 3536995 to 97/3537001
Bondoc Peninsula District Hospital,"Address: Brgy. 08, Catanauan, Quezon",Category: Level 2/Secondary,Contact No.: (042) 315-8412
Macabebe District Hospital,"Address: Batasan, Macabebe, Pampanga, Philippines",Category: Level 1/Primary,Contact No.: 045-9212875
Candelaria Municipal Hospital,"Address: Madin Norte, Candelaria, Quezon",Category: Level 1/Primary,Contact No.: (042) 585-8327
Apalit Doctor's Hospital,"Address: Gonzales Avenue, San Juan, Apalit, Pampanga, Philippines",Category: Level 2/ Secondary,Contact No.: 045-6520030
Mandaluyong City Medical Center,"Address: 605 Boni Avenue, Mandaluyong City",Level 4/Specialty,Contact No.: 5322563/5322781
ASCCOM Hospital,"Address: San Juan, Apalit, Pampanga, Philippines",Category: Level 2/Secondary,Contact No.: 045-6520030
National Center for Mental Health,"Address: Nueve de Pebrero St., Mauway, Mandaluyong City",Category: Level 4/Specialty,Contact No.: 5319001/5343241/5319004 loc. 4401
Guinayangan Medicare Community Hospital,"Address: Brgy. Calimpac, Guibayangan, Quezon",Category: Level 1/Primary,Contact No.: (042) 303-4462
United Doctor's Medical Center,"Address: 6th N. Ramirez Street, Welcome Rotonda, Quezon City",Category: Level 4/Specialty,Contact No.: 7123640-59/7123209
Sultan Naga Dimaporo Provincial Hospital,Address: Poblacion Sultan Naga Dimaporo Lanao del Norte,Category: Level 1/Primary,Contact Number: none
Aruelo General Hospital,"Address: Centro, Tangub City",Category: Level 1/Primary,Contact Number: (088) 354-1060/ 1338
St. Vincent Hospital,Address: 149 South 2nd St. Tangub City,Category: Level 1/Primary,Contact Number: (088) 395-3028/ (088) 354-1495
C.M. Recto Memorial District Hospital,"Address: Rizal St. Pob. 1, Infanta, Quezon",Category: Level 2/Secondary,Contact No.: (042) 535-2882
Gumaca District Hospital,"Address: Maharlika Highway, Brgy. Rosario, Gumaca, Quezon",Category: Level 2/Secondary,Contact No.: (042) 421-1047 / 317-6479 / 317-4818
Magsaysay Memorial District Hospital,"Address: Maharlika Highway, Lopez, Quezon",Category: Level 2/Secondary,Contact No.: (042) 302-5437
Mauban District Hospital,"Address: Brgy. Polo, Mauban, Quezon",Category: Level 2/Secondary,Contact No.: (042) 784-0216
Polillo Medicare Hospital,"Address: Brgy. Sibulan, Polilio, Quezon",Category: Level 1/Primary,Contact No.: (042) 314-8537
Sampaloc Medicare Community Hospital,"Address: Magsaysay St., Bayongan, Sampaloc",Category: Level 1/Primary,Contact No.: (042) 716-0323
San Francisco Municipal Hospital,"Address: Brgy. Cawayan I, San Francisco, Quezon",Category: Level 1/Primary,Conatct No.: 0919-6824025
San Narciso Municipal Hospital,"Address: Brgy. Bayanihan, San Narciso, Quezon",Category: Level 1/Primary,
Maria L. Eleazar Memorial District Hospital,"Address: Munting Parang, tagkawayan, Quezon",Category: Level 2/Secondary,Contact No.: (042) 304-8738
Unisan Medicare Community Hospital,"Address: Brgy. Iibabang Kalilayan, Unisan, Quezon",Category: Level 1/Primary,Contact No.: (042) 549-8362
Quezon Medical Center,"Address: Quezon Avenue., Brgy 11, Lucena City, Quezon",Category: Level 3/Tertiary,Contact No.: (042) 710-2440/3444
Camp Nakar Station Hospital,"Address: Gulang-gulang, Lucena City, Quezon",Category: Level 1/Primary,Contact No.: (042) 373-5854
Angono General Hospital,"Address: A. Ibañez St., San Isidro, Angono, Rizal",Category: Level 2/Secondary,Contact No.: 451-1958
Bagong Cainta Municipal Hospital,"Address: Sto. Domingo, Cainta, Rizal",Category: Level 1/Primary,Contact No.: 655-7746
Ynares Municipal Hospital,"Address: 474 National Road., Sipsipin, Jala Jala, Rizal",Category: Level 1/Primary,Contact No.: 401-4526
Ospital ng Makati,"Address: Sampaguita corner Gumamela Streets, Bgy. Pembo, Makati City",Category: Level 4/Specialty,Contact No.: 8826316
Ospital ng Makati Acute Care Center,"Address: Malugay Street, Bel-Air Makati City",Category: Level 2/Secondary,Contact No.: 8135390
Rizal Provincial Hospital,"Address: Tomas Claudio St., Brgy. San Juan, Morong, Rizal",Category: Level 2/Secondary,Contact No.: 653-1055/1057
Ospital ng Maynila Medical Center,"Address: Quirino Avenue, cor. Roxas Boulevard, Malate, Manila",Level 4/Specialty,Contact No.: 5246061
Ospital ng Sampaloc,"Address; 677 Geronimo Street, Sampaloc, Manila",Category: Level 2/Secondary,Contact No.: 7490222-26 loc. 02/203
Army Station Hospital,"Address: Camp Gen. Mateo Capinpin, Tanay Rizal",Category: Level 2/Secondary,Contact No.: 767-4092
Pililla Medicare Community Hospital,"Address: Almadrigo St., Pililla, Rizal",Category: Level 1/Primary,Contact No.: 654-0897
Perpetual Succor Hospital & Maternity Inc.,"Address: 836 Florentino Cayco St., Sampaloc, 1008, Manila",Level 2/Secondary,Contact No.: 7311631-33
Taytay Emergency Hospital,"Address: Asilo cor. Sumulong St., San Isidro, Taytay, Rizal",Category: Level 1/Primary,Contact No.: 658-8573/7285
University of Santo Tomas Hospital,"Address: España Boulevard, Sampaloc, Manila 1008, Philippines",Category: Level 4/Specialty,Contact No.: 7313001 loc. 2345
Antipolo District Hospital,"Address: NHA Ave., Brgy. Dela Paz, Antipolo City, Rizal",Category: Level 2/Secondary,Contact No.: 639-8453
Ospital ng Tondo,"Address; Jose Abad Santos Avenue, Tondo, Manila",Category: Level 2/Secondary,Contact No.: 2523942/2519402/06
Pagamutang Bayan ng Malabon,"Address: Dagat-dagatan Avenue corner Maya-maya, Longos, Malabon",Category: Level 1/Primary,Contact No.: 2852804/2852898/2874394
Pasay City General Hospital,"Address: P. Burgos Street, Pasay City",Category: Level 4/Specialty,Contact No.: 8336022 / 5513735
Pasig City General Hospital,"Address: M. Eusebio Ave., Maybunga, Pasig City",Category: Level 4/Specialty,Contact No.: 6427380/81 6427382
Manuel Hospital,"Address: Lanao, Kidapawan City",North Cotabato,Category: Level 1/Primary
Midsayap Community Doctors Hosp.,"Address: Pob. 8, Midsayap, North Cotabato",Category:Level 2/Secondary,Contact No.064-2297667
Candijay Community Hospital,"Address: Candijay, Bohol",Category: Level 1/Primary,Contact Number: (038) 523-0022
Midsayap Diagnostic Center & Hosp.,"Address: Quezon Avenue, Pob. 8, Midsayap",North Cotabato,Category: Level 2/Secondary
Cong. Simeon G. Toribio Memorial Hospital,"Address: Carmen, Bohol",Category: Level 2/Secondary,Contact Number: (038) 525-9081/ 525-9086
Catigbian District Hospital,"Address: Catigbian, Bohol",Category: Level 2/Secondary,Contact Number: (038) 507-3105
Clarin Community Hospital,"Address: Clarin, Bohol",Category: Level 1/Primary,Contact Number: (038) 509-9122
Dimiao Municipal Infirmary,"Address: National Highway, Poblacion DimiaoCategory: Level 1/Primary",Contact Number: (038) 536-1031,
F. Dagohoy Municipal Hospital,"Address: Inabanga, BoholCategory: Level 1/Primary",Contact Number: (038) 512-9013,
Teodoro B. Galagar District Hospital,"Address: Jagna, Bohol",Category: Level 2/Secondary,Contact Number: (038) 238-3082
Cong. Natalio P. Castillo Sr. Memorial Hospital,"Address: Loon, Bohol",Category: Level 2/Secondary,Contact Number: (038) 505-9246
Maribojoc Community Hospital,"Address: Maribojoc, Bohol",Category: Level 1/Primary,Contact Number: (038) 504-9621
Mlang Doctors Hospital,"Address: M.H. Del Pilar St. Poblacion Mlang, North Cotabato",Category:Level 2/Secondary,Contact No.064-2684014
San Miguel Municipal Infirmary Hospital,"Address: San Miguel, Bohol",Category: Level 1/Primary,Contact Number: (038) 518-0324
Mount Of Blessings Hospital,"Address: Poblacion Libungan, North Cotabato",Category:Level 1/Primary,Contact No.064-2295035
