Hospital_Names,Addresses,Category,Contact_Info
E and R Hospital and Pharmacy,Benito C. Labao St Ext. Iligan Lanao del Norte,Level 3/Tertiary,(063) 221-3225/ 1207
Mendoza General Hospital,"Poblacion, Sta. Maria, Bulacan, Philippines",Level 2/ Secondary,044-8407086/6411582
Iligan Medical Center Hospital,"San Miguel Village, Pala-o Iligan City Lanao del Norte",Level 3,(063) 221-4661 loc 5101
"Kabacan Medical Specialists Hospital, Inc.","Osias, Kabacan, Cotabato",Level 2/Secondary,064-2482333/ 3911414
Dr. Uy Hospital Inc.,"19 Roxas Avenue Iligan City, Lanao del Norte",Level 3/Tertiary,(063) 221-3414/ 5155
Kabacan Polymedic Coop. Hospital,"Osias, Kabacan, North Cotabato",Level 2/Secondary,064-2482063/ 3911769
St. Mary's Maternity and Children's Hospital Inc.,Quezon Avenue Ext. Villaverde Iligan City Lanao del Norte,Level 3/Tertiary,(088) 223-5159/ 3420
Delbert Jon's Polyclinic,Kapatagan Lanao del Norte,Level 1/Primary,(063) 490098/ (063) 382-8075 fax
"Kidapawan Doctor's Hospital, Inc","Quezon Blvd., Kidapawan City North Cotabato",Level 3/Tertiary,064-2784478-81
Bontilao Country Hospital,"Maranding, Lala Lanao del Norte",Level 2/Secondary,(063) 388-7034
San Roque Hospital,Malolos City,Level 2/ Secondary,044-7910003/7601135
Gozo Community Hospital,"Maranding, Lala Lanao del Norte",Level 1/Primary,(063) 388-7098
"Kidapawan Medical Specialists Center, Inc.","Sudapin, Kidapawan City",Level 3/Tertiary,064-2784553/2881762
Alabat Island District Hospital,Alabat Island District Hospital,Level 2/Secondary,(042) 302-8028
Tondo Medical Center,"North Bay Boulevard, Balut, Tondo, Manila",Level 4/Specialty,2518421 to 23/2563512/2528661
Andot Medical Clinic,"Poblacion, Bacolod Lanao del Norte",Level 2,09197526018/ (063) 2272072
Doña Marta Memorial District Hospital,"G. Orda St., Zone II, Pob., Atimonan, Quezon",Level 2/Secondary,(042) 316-5326
"Madonna General Hospital, Inc.","Quezon Blvd., Kidapawan City, North Cotabato",level 2/secondary,
Maranding Community Hospital,"Fernan Subd., Maranding Lala, Lanao del Norte",Level 2/Secondary,(063) 496-0034/ 388-7015
Tubod Community Hospital,"San Antonio, Tubod Lanao del Norte",Level 2,(063) 341-5205
"Makilala Miedical Specialists Hosp.,Inc.",,Level 2/Secondary,Contact No.064-2682018
Justice Jose Abad Santos General Hospital,"Numancia Street, Binondo, Manila",Level 3/Tertiary,3536995 to 97/3537001
Bondoc Peninsula District Hospital,"Brgy. 08, Catanauan, Quezon",Level 2/Secondary,(042) 315-8412
Macabebe District Hospital,"Batasan, Macabebe, Pampanga, Philippines",Level 1/Primary,045-9212875
Candelaria Municipal Hospital,"Madin Norte, Candelaria, Quezon",Level 1/Primary,(042) 585-8327
Apalit Doctor's Hospital,"Gonzales Avenue, San Juan, Apalit, Pampanga, Philippines",Level 2/ Secondary,045-6520030
Mandaluyong City Medical Center,"605 Boni Avenue, Mandaluyong City",Level 4/Specialty,5322563/5322781
ASCCOM Hospital,"San Juan, Apalit, Pampanga, Philippines",Level 2/Secondary,045-6520030
National Center for Mental Health,"Nueve de Pebrero St., Mauway, Mandaluyong City",Level 4/Specialty,
Guinayangan Medicare Community Hospital,"Brgy. Calimpac, Guibayangan, Quezon",Level 1/Primary,(042) 303-4462
United Doctor's Medical Center,"6th N. Ramirez Street, Welcome Rotonda, Quezon City",Level 4/Specialty,7123640-59/7123209
Sultan Naga Dimaporo Provincial Hospital,Poblacion Sultan Naga Dimaporo Lanao del Norte,Level 1/Primary,
Aruelo General Hospital,"Centro, Tangub City",Level 1/Primary,(088) 354-1060/ 1338
St. Vincent Hospital,149 South 2nd St. Tangub City,Level 1/Primary,(088) 395-3028/ (088) 354-1495
C.M. Recto Memorial District Hospital,"Rizal St. Pob. 1, Infanta, Quezon",Level 2/Secondary,(042) 535-2882
Gumaca District Hospital,"Maharlika Highway, Brgy. Rosario, Gumaca, Quezon",Level 2/Secondary,(042) 421-1047 / 317-6479 / 317-4818
Magsaysay Memorial District Hospital,"Maharlika Highway, Lopez, Quezon",Level 2/Secondary,(042) 302-5437
Mauban District Hospital,"Brgy. Polo, Mauban, Quezon",Level 2/Secondary,(042) 784-0216
Polillo Medicare Hospital,"Brgy. Sibulan, Polilio, Quezon",Level 1/Primary,(042) 314-8537
Sampaloc Medicare Community Hospital,"Magsaysay St., Bayongan, Sampaloc",Level 1/Primary,(042) 716-0323
San Francisco Municipal Hospital,"Brgy. Cawayan I, San Francisco, Quezon",Level 1/Primary,0919-6824025
San Narciso Municipal Hospital,"Brgy. Bayanihan, San Narciso, Quezon",Level 1/Primary,
Maria L. Eleazar Memorial District Hospital,"Munting Parang, tagkawayan, Quezon",Level 2/Secondary,(042) 304-8738
Unisan Medicare Community Hospital,"Brgy. Iibabang Kalilayan, Unisan, Quezon",Level 1/Primary,(042) 549-8362
Quezon Medical Center,"Quezon Avenue., Brgy 11, Lucena City, Quezon",Level 3/Tertiary,(042) 710-2440/3444
Camp Nakar Station Hospital,"Gulang-gulang, Lucena City, Quezon",Level 1/Primary,(042) 373-5854
Angono General Hospital,"A. Ibañez St., San Isidro, Angono, Rizal",Level 2/Secondary,451-1958
Bagong Cainta Municipal Hospital,"Sto. Domingo, Cainta, Rizal",Level 1/Primary,655-7746
Ynares Municipal Hospital,"474 National Road., Sipsipin, Jala Jala, Rizal",Level 1/Primary,401-4526
Ospital ng Makati,"Sampaguita corner Gumamela Streets, Bgy. Pembo, Makati City",Level 4/Specialty,8826316
Ospital ng Makati Acute Care Center,"Malugay Street, Bel-Air Makati City",Level 2/Secondary,8135390
Rizal Provincial Hospital,"Tomas Claudio St., Brgy. San Juan, Morong, Rizal",Level 2/Secondary,653-1055/1057
Ospital ng Maynila Medical Center,"Quirino Avenue, cor. Roxas Boulevard, Malate, Manila",Level 4/Specialty,5246061
Ospital ng Sampaloc,"Address; 677 Geronimo Street, Sampaloc, Manila",Level 2/Secondary,02/203
Army Station Hospital,"Camp Gen. Mateo Capinpin, Tanay Rizal",Level 2/Secondary,767-4092
Pililla Medicare Community Hospital,"Almadrigo St., Pililla, Rizal",Level 1/Primary,654-0897
Perpetual Succor Hospital & Maternity Inc.,"836 Florentino Cayco St., Sampaloc, 1008, Manila",Level 2/Secondary,7311631-33
Taytay Emergency Hospital,"Asilo cor. Sumulong St., San Isidro, Taytay, Rizal",Level 1/Primary,658-8573/7285
University of Santo Tomas Hospital,"España Boulevard, Sampaloc, Manila 1008, Philippines",Level 4/Specialty,
Antipolo District Hospital,"NHA Ave., Brgy. Dela Paz, Antipolo City, Rizal",Level 2/Secondary,639-8453
Ospital ng Tondo,"Address; Jose Abad Santos Avenue, Tondo, Manila",Level 2/Secondary,2523942/2519402/06
Pagamutang Bayan ng Malabon,"Dagat-dagatan Avenue corner Maya-maya, Longos, Malabon",Level 1/Primary,2852804/2852898/2874394
Pasay City General Hospital,"P. Burgos Street, Pasay City",Level 4/Specialty,8336022 / 5513735
Pasig City General Hospital,"M. Eusebio Ave., Maybunga, Pasig City",Level 4/Specialty,6427380/81 6427382
Manuel Hospital,"Lanao, Kidapawan City, North Cotabato",level 1/primary,
Midsayap Community Doctors Hosp.,"Pob. 8, Midsayap, North Cotabato",Level 2/Secondary,064-2297667
Candijay Community Hospital,"Candijay, Bohol",Level 1/Primary,(038) 523-0022
Midsayap Diagnostic Center & Hosp.,"Quezon Avenue, Pob. 8, Midsayap, North Cotabato",level 2/secondary,
Cong. Simeon G. Toribio Memorial Hospital,"Carmen, Bohol",Level 2/Secondary,(038) 525-9081/ 525-9086
Catigbian District Hospital,"Catigbian, Bohol",Level 2/Secondary,(038) 507-3105
Clarin Community Hospital,"Clarin, Bohol",Level 1/Primary,(038) 509-9122
Dimiao Municipal Infirmary,,Level 1/Primary,(038) 536-1031
F. Dagohoy Municipal Hospital,,Level 1/Primary,(038) 512-9013
Teodoro B. Galagar District Hospital,"Jagna, Bohol",Level 2/Secondary,(038) 238-3082
Cong. Natalio P. Castillo Sr. Memorial Hospital,"Loon, Bohol",Level 2/Secondary,(038) 505-9246
Maribojoc Community Hospital,"Maribojoc, Bohol",Level 1/Primary,(038) 504-9621
Mlang Doctors Hospital,"M.H. Del Pilar St. Poblacion Mlang, North Cotabato",Level 2/Secondary,064-2684014
San Miguel Municipal Infirmary Hospital,"San Miguel, Bohol",Level 1/Primary,(038) 518-0324
Mount Of Blessings Hospital,"Poblacion Libungan, North Cotabato",Level 1/Primary,064-2295035
Garcia Memorial Provincial Hospital,,Level 2/Secondary,(038) 515-0456 / Fax (038) 515-0282
Tubigon Community Hospital,,Level 1/Primary,(038) 508-8404
Don Emilio del Valle Memorial Hospital,"Bood, Ubay Bohol",Level 2/Secondary,(038) 518-0324
Pres. Carlos P. Garcia Municipal Hospital,"Pitogo, Ubay Bohol",Level 1/Primary,(038) 519-2009
Naquitquitan Medical Clinic & Hosp.,"Poblacion Carmen, North Cotabato",Level 1/Primary,0921-2281547
Gov. Celestino Gallares Memorial Hospital,Miguel Parras St. Tagbilaran City,Level 3/Tertiary,(038) 411-4831/ 411-3138/ 411-2350
Roldan Medical Clinic,"M.H. Del Pilar St., Poblacion A, Mlang, North Cotabato",Level 1/Primary,064-2684028
Isidro C. Kintanar Memorial Hospital,"Argao, Cebu",Level 2/Secondary,(032) 485-8599
Sacred Heart Medical Specialists Hosp.,"321 JC Avenue, Poblacion 2, Midsayap, North Cotabato",level 1/primary,
Balamban District Hospital,"Balamban, Cebu",Level 1/Primary,(032) 465-2220
Badian District Hospital,"Badian, Cebu",Level 2/Secondary,(032) 475-5592
Sorilla Medical & Mat. Clinic & Hospital,"Sibsib, Tulunan, North Cotabato",Level 2/Secondary,0920-9138703
Bantayan District Hospital,"Bantayan Island, Cebu",Level 1/Primary,(032) 352-5231
Quezon City General Hospital,"Seminary Road, EDSA, Quezon City",Level 4/Specialty,9252401-25/9214067
Barili District Hospital,"Barili, Cebu",Level 1/Primary,(032) 470-9026/ (032) 470-9040
Severo Verallo Memorial Hospital,"Bogo, Cebu",Level 2/Secondary,(032) 251-2332
Research Institute for Tropical Medicine,"DOH Compound, Filinvest Corporate City, Alabang Muntinlupa City, 1781",Level 4/Specialty,8072628-31 / 8092383
South Mlang Medical Clinic And Hospital,"Bagontapay, Mlang, North Cotabato",Level 1/Primary,0920-5168386
Ricardo Maningo Memorial Hospital,"Camotes Island, Cebu",Level 1/Primary,(032) 497-0243
Rizal Medical Center,"Eugenio Mejia Street, Shaw Boulevard, Pasig City",Level 4/Specialty,6719740-43 / 6719616
Daanbantayan District Hospital,Daanbantayan Cebu,Level 1/Primary,(032) 437-5525/ fax 460-9330
Tarongoy Medical Clinic,"Quezon Avenue, Poblacion 1, Midsayap, North Cotabato",Level 1/Primary,
Mariano Jesus Cuenco Memorial Hospital,"Malabuyoc, Cebu",Level 1/Primary,(032) 516-1495
Minglanilla District Hospital,"Minglanilla, Cebu",Level 1/Primary,(032) 490-8655
Oslob District Hospital,"Oslob, Cebu",Level 1/Primary,(032) 481-9985
"United Doctors Hospital Of Kidapawan, Inc.","Quezon Boulevard, Kidapawan City",Level 1/Primary,064-2783173
San Juan Medical Center,"N. Domingo Street, City of San Juan",Level 2/Secondary,7259804 / 7259948
Sta. Rosa Community Hospital,"Olango Island, Cebu",Level 1/Primary,(032) 492-6033
Dr. Jose Ma V. Borromeo Memorial Hospital,"Pandacan, Pinamungahan Cebu",Level 1/Primary,(032) 468-9239
Juan B. Dosado Memorial Hospital,"Sogod, Cebu",Level 2/Secondary,(032) 431-9080
Sta. Ana Hospital,"2629 New Panaderos Street, Sta. Ana, Manila",Level 3/Tertiary,5166151
Tuburan District Hospital,"Tuburan, Cebu",Level 2/Secondary,(032) 463-5870
Talisay District Hospital,"San Isidro Talisay City, Cebu",Level 1/Primary,(032) 273-3225/26
Valenzuela City Emergency Hospital,"Poblacion, Polo, Valenzuela City",Level 1/Primary,2945137
Vicente Sotto Memorial Medical Center,Level 4/ DOH Hospital,(032) 253-9891/92,ph/vsmmc/
A. P. Cruz Community Hospital,"520 M.H. del Pilar St., Santolan, 1478, Malabon City",Level 1/Primary,294-6352
Cebu City Medical Center,"Natalio Bacalso Ave., Cebu City",Level 4/Specialty,(032) 253-1778
Sacred Heart Hospital,"Villaznar, Urgello St. Cebu City",Level 4/Specialty,(032) 418-8411/ 418-8982
Tiburcio B. Aquino Memorial Hosp.,"Bialong, Kiamba, Sarangani",Level 1/Primary,083-5094059
Chong Hua Hospital,Don Mariano Cui St. Cebu City,Level 4/Specialty,(032) 255-800/ 255-5639/ 412-4253 / (032) 412-4433 fax
Lariosa Clinic & Hospital,"Diego Silang St.,Libertad, Surallah, South Cotabato",Level 2/Secondary,083-2383027
Visayas Community Medical Center,85 Osmena Blvd. Ext. Cebu City,Level 4/Specialty,(032) 253-3848
"Allah Valley Medical Specialist Center, Inc.","General Santos Drive, Koronadal City, South Cotabato",level 3/tertiary,
Perpetual Succour Hospital,"Gorordo Avenue, Cebu City",Level 4/Specialty,(032) 233-8620/412-2556/57/58
Madonna General Hospital,"Antorcah St., Balayan, Batangas",Level 2/Secondary,(043) 211-4422
Cebu Doctor's Hospital Inc.,"Osmena Blvd., Capitol Site Cebu City",Level 4/Specialty,(032) 255-5555 / fax 253-6021
A. Zarate General Hospital,"Atlas Compound, Naga Road, Pulang Lupa",Level 2/Secondary,8746903
St. Vincent General Hospital,210-D Osmena Blvd. Ext. Cebu City,Level 3/Tertiary,(032) 254-4206/07/08
Heramil's Maternity And Children's Clinic,"Cannery Road, Citizens Village, Polomolok, South Cotabato",Level 1/Primary,083-5009247
Howard Hubbard Memorial Hospital,"Cannnery Site, Polomolok, South Cotabato",level 3/tertiary,
Bauan Doctors General Hospital,"F. Mangobos St., cor. Tano Rd., Pob., Bauan, Batangas",Level 2/Secondary,(043) 980-054
H.W. Miller Memorial Sanitarium and Hospital,San Nicolas 400 Tres de Abril St. Cebu City,Level 3/Tertiary,(032) 261-2111 to 12/ 261-2100
Bontuyan Medical Clinic,"B. Bayan Sr. St., Poblacion Polomolok, South Cotabato",level 1/primary,
Cebu Velez General Hospital inc.,47 F. Ramos St. Cebu City,Level 4/Specialty,(032) 253-1871
Clinica Luntao & Hospital,"Albert Morrow St., Poblacion Norala, South Cotabato",level 1/primary,
Cebu North General Hospital,"Talamban, Cebu City",Level 3/Tertiary,(032) 343-7777 / 343-7240 fax
Acebedo General Hospital,"# 849 Gen. Luis St., Bagbaguin 1400, Kalookan City",Level 1/ Primary,9835363
Dr. Ervin B. Luntao Family Clinic & Hospital,"Poblacion Sto. Niño, South Cotabato",Level 1/Primary,083-2351005
St. Anthony Mother and Child Hospital,San Nicolas Cebu City,Level 2/Secondary,(032) 261-9989
Alfonso Specialist Hospital,"185 P. Sixto Antonio Avenue,Rosario, Pasig City",Level 2/Secondary,6412756
Guba Community Hospital,"Guba, Cebu City",Level 1/Primary,
Camp Lapu-Lapu Army Station Hospital,"Lahug, Cebu City",Level 2/Secondary,(032) 233-9942
AMOSUP Seamen's Hospital,"Cabildo Corner San Jose Street, Intramuros, 1002, Manila",Level 4/Specialty,5278116-20
PNP Station Hospital,Camp Sotero Cebu City,Level 1/Primary,(032) 233-5614
Ann Francis Maternity Hospital,"606 Quirino Hi-way,Novaliches, Quezon City",Level 1/Primary,9389424
Danao District Hospital,"National Rd., Cabahug Danao City, Cebu",Level 2/Secondary,(032) 200-3323
Brigadier General Benito Ebuen Air Base Hospital,Lapu-Lapu City,Level 1/Primary,(032) 340-3128/29
Garcia Clinic & Hospital,"Poblacion Tupi, South Cotabato",Level 1/Primary,083-2288539
Dr. Mario D. Bejasa General Hospital,"JPR St., cor. Tano Rd., Pob. Bauan",Level 2/Secondary,(043) 756-1051/7417
Lapu-Lapu City Hospital,A. Tumulak St. Gunob Lapu-Lapu City Cebu,Level 2/Secondary,(032) 340-0249
Sto. Niño Medical Clinic,"National Highway, Cuenca, Batangas",Level 1/Primary,(043) 772-0293
Januaria Marcial Memorial Hospital,"Yangco, Banga, South Cotabato",Level 2/Secondary,
Eversely Child's Sanitarium,Jagobiao Mandaue City Cebu,Level 2/Secondary,(032) 485-1114/346-2468
Bernardino General Hospital,"680 Quirino Highway, San Bartolome Novaliches, Quezon City",Level 3 /Tertiary,9379183
Babaran-Echavez Medical & Psychiatric Clinic,"1776 Amparo Street, Poblacion, Muntinlupa City",Level 1/Primary,8613066
Landero Clinic & Hospital,"Surallah, South Cotabato",Level 1/Primary,083-2383187
Mandaue City Hospital,Don Andres Soriano Centro Mandaue City Cebu,Level 2/Secondary,(032) 345-1125/ 345-9742
Toledo City General Hospital,,Level 1/Primary,(032) 467-9218
Socomedics Medical Center,"Arellano St. Koronadal City, South Cotabato",level 2/secondary,
Bindoy District Hospital,,Level 2/Secondary,(035) 405-3016
Beato Cauilan Hospital,"Villa Carolina, National Highway 1702, Tunasan, Muntinlupa City",Level 2/Secondary,8615284
Bernardino General Hospital II,"B1 L2, North Olympus Subdivision, Zabarte Road, Kaligayahan, Novaliches, Quezon City",Level 2/Secondary,9355262/9379183
Queen Mary Hospital,"J. Pastor St., Ibaan, Batangas",Level 2/Secondary,(043) 311-2082
Gov. William Villegas Memorial Hospital,"Guihulngan, Negros Oriental",Level 2/Secondary,(035) 336-1085
Luz Sikatuna Community Primary Hospital,"Guihulngan, Negros Oriental",Level 2/Secondary,0919-2709386
St. Jude Clinic And Hospital,"Sto. Niño, South Cotabato",Level 1/Primary,0910-7820717
Pacuan Community Primary Hospital,"La Libertad, Negros Oriental",Level 1/Primary,0920-3015743
Inapoy Community Primary Hospital,"Mabinay, Negros Oriental",Level 1/Primaary,0926-3015743
Mabinay Medicare Community Hospital,"Mabinay, Negros Oriental",Level 1,0918-6492354
Surallah Community Hospital,"674 Rosal St., Libertad, Surallah, South Cotabato",Level 1/Primary,083-2383049
Cong. Lamberto L. Macias Memorial Hospital,"Siaton, Negros Oriental",Level 1/Primary,0918400958
Amio Community Primary Hospital,Sta. Catalina Negros Oriental,Level 1/Primary,0926-3501377
T'boli Evangelical Clinic & Hospital,"Edwards, T'boli, South Cotabato",Level 1/Primary,
Nabilog Community Primary Hospital,"Tayasan, Negros Oriental",Level 1/Primary,092633501377
Bayawan District Hospital,"Bayawan City, Negros Oriental",Level 2/Secondary,(035) 228-3523
Camp General Emilio Aguinaldo Station Hospital,"Camp Gen. E. Aguinaldo, Murphy, Cubao, Quezon City",Level 2/Secondary,4600/4602
Kalumboyan Community Primary Hospital,"Bayawan City, Negros Oriental",Level 1/Primary,(035) 531-0169/ 0919-8035235
The Doctors' Clinic And Hospital Inc.,"General Santos Drive, Koronadal City, South Cotabato",level 3/tertiary,
Bais District Hospital,Juan Luna St. Bais City Negros Oriental,Level 2/Secondary,(035) 402-8317
Casaul General Hospital Inc.,"16 Tandang Sora Avenue, Sangandaan, Novaliches, Quezon City",Level 3/Tertiary,9387789/9391930
Canlaon District Hospital,"Canlaon City, Negros Oriental",Level 1/Primary,(035) 414-0081
Zmk Doctors Clinic & Hospital,"Pedion St., Poblacion Sto. Niño, South Cotabato",Level 1/Primary,083-2351003
Negros Oriental Provincial Hospital,"Piapi, Dumaguete City, Negros Oriental",Level 3/Tertiary,(035) 225-0950/ 225-4149
"Isulan Doctors Specialist Center, Inc.","Isulan, Sultan Kudarat",Level 2/Secondary,064-2014875
Lazi Community Hospital,"Lazi, Siquijor",Level 1/Primary,(035) 344-2012
St. Louis Medical Clinic & Hospital,"Purok Yellowbell, New Isabela, Tacurong City Sultan Kudarat",Level 3/Tertiary,064-2005564
Siquijor Provincial Hospital,,Level 2/Secondary,(035) 344-2012
Clinica Arellano General Hospital,"1430 D. Jose St., Sta. Cruz 1003, Manila",Level 2/ Secondary,7115631
"Isulan Doctors Specialist Center, Inc.","Isulan, Sultan Kudarat",Level 2/Secondary,064-2014875
Antequera Community Hospital,,Level 1/Primary,(038) 506-5060
Capt. Ruperto B. luzon Memorial Hospital,,Level 1/Primary,(038) 530-6602
St. Louis Medical Clinic & Hospital,"Purok Yellowbell, New Isabela, Tacurong City Sultan Kudarat",Level 3/Tertiary,064-2005564
Col. Salvador T. Villa Memorial Hospital,"109 Caimito Road Corner Samson Road, Kalookan City 1400",Level 2/ Secondary,063(2) 361-2406
Liao's Clinic and Hospital,,Level 1/Primary,(038) 529-1184
Paulina Lim Memorial Hospital,,Level 2/Secondary,(038) 529-1172
Lim Community Hospital,,Level 2/Secondary,(038) 238-2308
Amoil Clinic & Hospital,"Brgy. J.C. Montilla,Tacurong City, Sultan Kudarat",level 1/primary,
Bohol St. Joseph Clinic,"Centro, Tubigon Bohol",Level 1/Primary,(038) 508-8316/ (038) 508-8143 fax
